"지역별","상품군별","판매유형별","항목","단위","2014.1/4","2014.2/4","2014.3/4","2014.4/4","2015.1/4","2015.2/4","2015.3/4","2015.4/4","2016.1/4","2016.2/4","2016.3/4","2016.4/4","2017.1/4","2017.2/4","2017.3/4","2017.4/4","2018.1/4","2018.2/4","2018.3/4","2018.4/4","2019.1/4","2019.2/4","2019.3/4","2019.4/4","2020.1/4","2020.2/4","2020.3/4","2020.4/4","2021.1/4","2021.2/4","2021.3/4","2021.4/4","2022.1/4","2022.2/4","2022.3/4","2022.4/4","2023.1/4","2023.2/4","2023.3/4","2023.4/4","2024.1/4","2024.2/4",
"중국","음반·비디오·악기","계","해외직접판매액[백만원]","백만원","2350","2991","3166","2572","2295","4604","3111","1925","1974","2378","1885","2506","1632","1349","3028","2436","1850","3003","4519","5674","3447","9077","10470","13199","18103","26697","32589","47689","13339","18992","12676","17860","16443","27657","27811","22001","17432","27862","14371","13465","7086","8469",
"중국","음반·비디오·악기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"중국","음반·비디오·악기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","1632","1349","3028","2436","1850","3003","4519","5674","3447","9077","10470","13199","18103","26697","32589","47689","13339","18992","12676","17860","16443","27657","27811","22001","17432","27862","14371","13465","7086","8469",
"중국","의류 및 패션 관련 상품","계","해외직접판매액[백만원]","백만원","12206","11874","13461","19990","29737","30608","30498","51496","47293","48554","41347","53738","58988","45159","58420","65763","74535","78794","70222","65297","66854","86183","85684","91546","39860","17438","20635","28413","24498","23432","24922","29080","14757","10927","9299","13986","11911","21420","22016","24960","26233","25079",
"중국","의류 및 패션 관련 상품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","31623","25248","43083","41412","50888","56866","53042","40441","45109","66495","69469","71350","24617","1059","2967","6753","6132","4803","9054","7703","2211","2314","1819","3439","2936","12894","14947","16529","20862","19208",
"중국","의류 및 패션 관련 상품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","27365","19911","15337","24351","23647","21928","17180","24856","21745","19688","16215","20196","15243","18497","17668","21660","18366","18629","15868","21377","12546","8613","7480","10547","8975","8526","7069","8431","5371","5871",
"중국","스포츠·레저용품","계","해외직접판매액[백만원]","백만원","16","37","140","223","265","246","324","1432","1916","905","1238","2171","1089","633","596","628","490","474","435","340","455","450","557","542","449","1156","538","1856","305","296","296","251","202","378","307","211","204","236","275","276","170","206",
"중국","스포츠·레저용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","3","7","13",
"중국","스포츠·레저용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","1089","633","596","628","490","474","435","340","455","450","557","542","449","1156","538","1856","305","296","296","251","202","378","307","211","204","233","272","273","163","193",
"중국","화장품","계","해외직접판매액[백만원]","백만원","32235","43457","50509","77298","119497","129656","121078","255543","313846","298254","379609","501528","603133","385158","512795","567224","536503","597799","636459","682411","957638","1016852","1192079","1530072","1238820","1041605","1389271","1225659","956623","951186","779943","670186","314712","290589","203843","143595","104573","262240","251119","242829","194612","216062",
"중국","화장품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","589816","376261","506067","550040","529566","585365","627562","666806","945335","1003787","1179409","1508665","1223041","1033022","1382977","1217460","952990","947953","773689","661937","311003","286697","201128","140626","99288","255812","244704","237892","193693","214003",
"중국","화장품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","13317","8897","6728","17184","6937","12434","8897","15605","12303","13065","12670","21407","15779","8583","6294","8199","3633","3233","6254","8249","3709","3892","2715","2969","5285","6428","6415","4937","919","2059",
"중국","아동·유아용품","계","해외직접판매액[백만원]","백만원","256","563","737","900","1944","1812","1739","2242","3034","3566","4203","3808","2541","1916","1720","1584","1444","1832","1491","1620","1376","1519","802","1262","1329","1146","1798","1359","961","878","1355","1478","661","1581","1331","748","764","1313","846","986","1078","1570",
"중국","아동·유아용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","282","103","254","90","140","366","282","128","383","292","82","119","28","1","1","0","0","0","0","27","0","0","0","2","7","12","34","29","41","33",
"중국","아동·유아용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","2259","1813","1466","1494","1304","1466","1209","1492","993","1227","720","1143","1301","1147","1799","1359","961","878","1355","1451","661","1581","1331","746","757","1301","812","957","1037","1537",
"중국","음·식료품","계","해외직접판매액[백만원]","백만원","4453","5626","4237","8649","8187","8269","6558","3854","6197","5059","5785","7859","7284","3361","5173","8463","9137","8132","8069","9361","8640","7418","6427","7924","4745","1660","1840","1317","1679","2496","1054","1577","993","1565","1998","1592","2028","2301","2374","5063","7799","7602",
"중국","음·식료품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","5916","2505","4651","7646","8659","7699","7710","8936","7645","6980","6160","7480","3204","1056","577","505","1005","1821","401","1032","411","1029","1423","1435","1650","2093","2278","4999","7729","7413",
"중국","음·식료품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","1368","856","522","817","478","433","359","425","995","438","267","444","1541","604","1263","812","674","675","653","545","582","536","575","157","378","208","96","64","70","189",
"중국","농축수산물","계","해외직접판매액[백만원]","백만원","2132","2049","2374","3861","4079","3502","3831","1603","573","27","20","25","18","16","24","17","43","39","24","14","15","24","6","14","20","20","28","20","19","24","19","9","8","8","2","0","1","2","2","1","0","0",
"중국","농축수산물","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"중국","농축수산물","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","18","16","24","17","43","39","24","14","15","24","6","14","20","20","28","20","19","24","19","9","8","8","2","0","1","2","2","1","0","0",
"중국","생활·자동차용품","계","해외직접판매액[백만원]","백만원","110","396","688","1146","1075","1390","2706","8835","5708","4988","4569","5988","4052","2926","3997","7419","4179","3800","1663","4160","2366","3040","5619","6211","2691","2261","985","1254","1272","1087","1017","658","383","671","459","708","495","334","388","716","845","508",
